bearing,delay,timestamp,lastLocID,lastStopSeq,nextLocID,nextStopSeq,signMessageLong,tripID,vehicle_id,vehicle_location_longitude,vehicle_location_latitude
90,-121,2017-01-31 01:54:13,8340,28,8341,29,MAX  Blue Line to Gresham,7127258,215,-122.66436499999999,45.530084
89,-129,2017-01-31 01:55:30,8341,29,8342,30,MAX  Blue Line to Gresham,7127258,215,-122.66093500000001,45.530076
90,-139,2017-01-31 01:57:57,8342,30,8343,31,MAX  Blue Line to Gresham,7127258,215,-122.65590800000001,45.53006
110,-66,2017-01-31 01:38:09,9758,20,8333,21,MAX  Blue Line to Gresham,7127258,215,-122.68774599999999,45.520773999999996
19,-7,2017-01-31 01:35:26,9759,19,9758,20,MAX  Blue Line to Gresham,7127258,215,-122.690699,45.52109
96,-51,2017-01-31 01:18:40,9821,15,9969,16,MAX  Blue Line to Gresham,7127258,215,-122.798957,45.49224
126,-72,2017-01-31 01:12:30,9822,12,9826,13,MAX  Blue Line to Gresham,7127258,215,-122.831143,45.499387
88,-80,2017-01-31 01:17:03,9824,14,9821,15,MAX  Blue Line to Gresham,7127258,215,-122.805108,45.4908
120,-112,2017-01-31 01:15:38,9826,13,9824,14,MAX  Blue Line to Gresham,7127258,215,-122.81588899999998,45.492985
128,-66,2017-01-31 01:10:45,9828,11,9822,12,MAX  Blue Line to Gresham,7127258,215,-122.83913000000001,45.503524
124,-78,2017-01-31 01:08:52,9830,10,9828,11,MAX  Blue Line to Gresham,7127258,215,-122.850968,45.509695
115,-74,2017-01-31 01:06:33,9831,9,9830,10,MAX  Blue Line to Gresham,7127258,215,-122.86768300000001,45.516377
112,-78,2017-01-31 01:04:01,9834,8,9831,9,MAX  Blue Line to Gresham,7127258,215,-122.884146,45.521719
94,-106,2017-01-31 01:01:59,9835,7,9834,8,MAX  Blue Line to Gresham,7127258,215,-122.912803,45.530211
89,-41,2017-01-31 01:00:02,9839,6,9835,7,MAX  Blue Line to Gresham,7127258,215,-122.92044399999999,45.530242
117,-44,2017-01-31 01:23:47,9969,16,10120,17,MAX  Blue Line to Gresham,7127258,215,-122.775131,45.507893
21,-66,2017-01-31 01:34:12,10118,18,9759,19,MAX  Blue Line to Gresham,7127258,215,-122.692508,45.518361999999996
79,-56,2017-01-31 01:29:21,10120,17,10118,18,MAX  Blue Line to Gresham,7127258,215,-122.713943,45.510831
126,53,2017-01-31 01:46:26,9822,12,9826,13,MAX  Red Line to Airport,7127259,109,-122.831143,45.499387
88,40,2017-01-31 01:51:03,9824,14,9821,15,MAX  Red Line to Airport,7127259,109,-122.805108,45.4908
119,41,2017-01-31 01:48:35,9826,13,9824,14,MAX  Red Line to Airport,7127259,109,-122.819247,45.494335
128,36,2017-01-31 01:45:03,9828,11,9822,12,MAX  Red Line to Airport,7127259,109,-122.83913000000001,45.503524
124,8,2017-01-31 01:43:25,9830,10,9828,11,MAX  Red Line to Airport,7127259,109,-122.850968,45.509695
115,4,2017-01-31 01:41:15,9831,9,9830,10,MAX  Red Line to Airport,7127259,109,-122.86768300000001,45.516377
112,-11,2017-01-31 01:38:54,9834,8,9831,9,MAX  Red Line to Airport,7127259,109,-122.884146,45.521719
90,3,2017-01-31 01:36:04,9835,7,9834,8,MAX  Red Line to Airport,7127259,109,-122.91381499999999,45.530249
72,26,2017-01-31 01:31:58,9838,5,9839,6,MAX  Red Line to Airport,7127259,109,-122.943002,45.527645
87,25,2017-01-31 01:33:50,9839,6,9835,7,MAX  Red Line to Airport,7127259,109,-122.928781,45.530196999999994
89,53,2017-01-31 01:29:22,9841,4,9838,5,MAX  Red Line to Airport,7127259,109,-122.96604099999999,45.521031
90,93,2017-01-31 01:26:55,9843,3,9841,4,MAX  Red Line to Airport,7127259,109,-122.97616799999999,45.521253
90,69,2017-01-31 01:25:33,9846,2,9843,3,MAX  Red Line to Airport,7127259,109,-122.982623,45.521316999999996
96,0,2017-01-31 01:06:36,9848,47,9848,1,MAX  Red Line to Airport,7127259,109,-122.990679,45.52143
126,53,2017-01-31 01:46:26,9822,12,9826,13,MAX  Red Line to Airport,7127259,227,-122.831143,45.499387
88,40,2017-01-31 01:51:03,9824,14,9821,15,MAX  Red Line to Airport,7127259,227,-122.805108,45.4908
119,41,2017-01-31 01:48:36,9826,13,9824,14,MAX  Red Line to Airport,7127259,227,-122.819247,45.494335
128,36,2017-01-31 01:45:03,9828,11,9822,12,MAX  Red Line to Airport,7127259,227,-122.83913000000001,45.503524
124,8,2017-01-31 01:43:25,9830,10,9828,11,MAX  Red Line to Airport,7127259,227,-122.850968,45.509695
115,4,2017-01-31 01:41:15,9831,9,9830,10,MAX  Red Line to Airport,7127259,227,-122.86768300000001,45.516377
112,-11,2017-01-31 01:38:54,9834,8,9831,9,MAX  Red Line to Airport,7127259,227,-122.884146,45.521719
90,3,2017-01-31 01:36:04,9835,7,9834,8,MAX  Red Line to Airport,7127259,227,-122.91381499999999,45.530249
72,26,2017-01-31 01:31:58,9838,5,9839,6,MAX  Red Line to Airport,7127259,227,-122.943002,45.527645
87,25,2017-01-31 01:33:50,9839,6,9835,7,MAX  Red Line to Airport,7127259,227,-122.928781,45.530196999999994
89,53,2017-01-31 01:29:22,9841,4,9838,5,MAX  Red Line to Airport,7127259,227,-122.96604099999999,45.521031
90,93,2017-01-31 01:26:55,9843,3,9841,4,MAX  Red Line to Airport,7127259,227,-122.97616799999999,45.521253
90,69,2017-01-31 01:25:33,9846,2,9843,3,MAX  Red Line to Airport,7127259,227,-122.982623,45.521316999999996
96,0,2017-01-31 01:06:36,9848,47,9848,1,MAX  Red Line to Airport,7127259,227,-122.990679,45.52143
110,-21,2017-01-31 01:53:50,8333,21,8334,22,MAX  Blue Line to Gresham,7127260,243,-122.68071,45.518892
111,-28,2017-01-31 01:56:07,8334,22,8335,23,MAX  Blue Line to Gresham,7127260,243,-122.677834,45.518125
118,-16,2017-01-31 01:57:32,8335,23,8336,24,MAX  Blue Line to Gresham,7127260,243,-122.67527,45.517412
21,-36,2017-01-31 01:58:57,8336,24,8337,25,MAX  Blue Line to Gresham,7127260,243,-122.67334,45.5181
110,-15,2017-01-31 01:51:05,9758,20,8333,21,MAX  Blue Line to Gresham,7127260,243,-122.68863799999998,45.521011
19,-4,2017-01-31 01:49:25,9759,19,9758,20,MAX  Blue Line to Gresham,7127260,243,-122.690699,45.52109
96,26,2017-01-31 01:31:23,9821,15,9969,16,MAX  Blue Line to Gresham,7127260,243,-122.798957,45.49224
126,43,2017-01-31 01:24:37,9822,12,9826,13,MAX  Blue Line to Gresham,7127260,243,-122.831143,45.499387
88,39,2017-01-31 01:29:05,9824,14,9821,15,MAX  Blue Line to Gresham,7127260,243,-122.805108,45.4908
119,38,2017-01-31 01:26:38,9826,13,9824,14,MAX  Blue Line to Gresham,7127260,243,-122.819351,45.494376
128,35,2017-01-31 01:23:03,9828,11,9822,12,MAX  Blue Line to Gresham,7127260,243,-122.83913000000001,45.503524
124,10,2017-01-31 01:21:23,9830,10,9828,11,MAX  Blue Line to Gresham,7127260,243,-122.850968,45.509695
115,10,2017-01-31 01:19:08,9831,9,9830,10,MAX  Blue Line to Gresham,7127260,243,-122.86768300000001,45.516377
112,-26,2017-01-31 01:17:10,9834,8,9831,9,MAX  Blue Line to Gresham,7127260,243,-122.884146,45.521719
95,-24,2017-01-31 01:14:37,9835,7,9834,8,MAX  Blue Line to Gresham,7127260,243,-122.91260700000001,45.530198
74,-26,2017-01-31 01:11:06,9838,5,9839,6,MAX  Blue Line to Gresham,7127260,243,-122.94089,45.528093
89,-15,2017-01-31 01:12:56,9839,6,9835,7,MAX  Blue Line to Gresham,7127260,243,-122.925546,45.530226
89,11,2017-01-31 01:08:02,9841,4,9838,5,MAX  Blue Line to Gresham,7127260,243,-122.96646399999999,45.521029
90,28,2017-01-31 01:05:58,9843,3,9841,4,MAX  Blue Line to Gresham,7127260,243,-122.97616799999999,45.521253
90,18,2017-01-31 01:04:24,9846,2,9843,3,MAX  Blue Line to Gresham,7127260,243,-122.982623,45.521316999999996
180,0,2017-01-31 01:00:06,9848,47,9848,1,MAX  Blue Line to Gresham,7127260,243,-122.990986,45.521846999999994
117,13,2017-01-31 01:36:51,9969,16,10120,17,MAX  Blue Line to Gresham,7127260,243,-122.775131,45.507893
21,-29,2017-01-31 01:47:36,10118,18,9759,19,MAX  Blue Line to Gresham,7127260,243,-122.692508,45.518361999999996
79,-52,2017-01-31 01:43:16,10120,17,10118,18,MAX  Blue Line to Gresham,7127260,243,-122.713943,45.510831
110,-21,2017-01-31 01:53:50,8333,21,8334,22,MAX  Blue Line to Gresham,7127260,309,-122.68071,45.518892
111,-28,2017-01-31 01:56:07,8334,22,8335,23,MAX  Blue Line to Gresham,7127260,309,-122.677834,45.518125
118,-16,2017-01-31 01:57:32,8335,23,8336,24,MAX  Blue Line to Gresham,7127260,309,-122.67527,45.517412
21,-36,2017-01-31 01:58:57,8336,24,8337,25,MAX  Blue Line to Gresham,7127260,309,-122.67334,45.5181
110,-15,2017-01-31 01:51:05,9758,20,8333,21,MAX  Blue Line to Gresham,7127260,309,-122.68863799999998,45.521011
19,-4,2017-01-31 01:49:25,9759,19,9758,20,MAX  Blue Line to Gresham,7127260,309,-122.690699,45.52109
96,26,2017-01-31 01:31:23,9821,15,9969,16,MAX  Blue Line to Gresham,7127260,309,-122.798957,45.49224
126,43,2017-01-31 01:24:37,9822,12,9826,13,MAX  Blue Line to Gresham,7127260,309,-122.831143,45.499387
88,39,2017-01-31 01:29:05,9824,14,9821,15,MAX  Blue Line to Gresham,7127260,309,-122.805108,45.4908
119,38,2017-01-31 01:26:38,9826,13,9824,14,MAX  Blue Line to Gresham,7127260,309,-122.819351,45.494376
128,35,2017-01-31 01:23:03,9828,11,9822,12,MAX  Blue Line to Gresham,7127260,309,-122.83913000000001,45.503524
124,10,2017-01-31 01:21:23,9830,10,9828,11,MAX  Blue Line to Gresham,7127260,309,-122.850968,45.509695
115,10,2017-01-31 01:19:08,9831,9,9830,10,MAX  Blue Line to Gresham,7127260,309,-122.86768300000001,45.516377
112,-26,2017-01-31 01:17:10,9834,8,9831,9,MAX  Blue Line to Gresham,7127260,309,-122.884146,45.521719
95,-24,2017-01-31 01:14:37,9835,7,9834,8,MAX  Blue Line to Gresham,7127260,309,-122.91260700000001,45.530198
74,-26,2017-01-31 01:11:06,9838,5,9839,6,MAX  Blue Line to Gresham,7127260,309,-122.94089,45.528093
89,-15,2017-01-31 01:12:56,9839,6,9835,7,MAX  Blue Line to Gresham,7127260,309,-122.925546,45.530226
89,11,2017-01-31 01:08:02,9841,4,9838,5,MAX  Blue Line to Gresham,7127260,309,-122.96646399999999,45.521029
90,28,2017-01-31 01:05:58,9843,3,9841,4,MAX  Blue Line to Gresham,7127260,309,-122.97616799999999,45.521253
90,18,2017-01-31 01:04:24,9846,2,9843,3,MAX  Blue Line to Gresham,7127260,309,-122.982623,45.521316999999996
180,0,2017-01-31 01:00:06,9848,47,9848,1,MAX  Blue Line to Gresham,7127260,309,-122.990986,45.521846999999994
117,13,2017-01-31 01:36:51,9969,16,10120,17,MAX  Blue Line to Gresham,7127260,309,-122.775131,45.507893
21,-29,2017-01-31 01:47:35,10118,18,9759,19,MAX  Blue Line to Gresham,7127260,309,-122.692508,45.518361999999996
79,-52,2017-01-31 01:43:16,10120,17,10118,18,MAX  Blue Line to Gresham,7127260,309,-122.713943,45.510831
126,-231,2017-01-31 01:59:35,9822,12,9826,13,MAX  Blue Line to Gresham,7127261,116,-122.83161100000001,45.499628
127,-243,2017-01-31 01:57:49,9828,11,9822,12,MAX  Blue Line to Gresham,7127261,116,-122.84068799999999,45.50442
126,-223,2017-01-31 01:56:15,9830,10,9828,11,MAX  Blue Line to Gresham,7127261,116,-122.847936,45.508165999999996
115,-233,2017-01-31 01:53:46,9831,9,9830,10,MAX  Blue Line to Gresham,7127261,116,-122.86713300000001,45.516193
112,-268,2017-01-31 01:51:34,9834,8,9831,9,MAX  Blue Line to Gresham,7127261,116,-122.885153,45.522017
92,-191,2017-01-31 01:47:51,9835,7,9834,8,MAX  Blue Line to Gresham,7127261,116,-122.913519,45.530243
72,-160,2017-01-31 01:43:25,9838,5,9839,6,MAX  Blue Line to Gresham,7127261,116,-122.944135,45.527394
88,-155,2017-01-31 01:45:32,9839,6,9835,7,MAX  Blue Line to Gresham,7127261,116,-122.927173,45.530221000000004
83,-106,2017-01-31 01:40:36,9841,4,9838,5,MAX  Blue Line to Gresham,7127261,116,-122.96522900000001,45.521052000000005
90,-106,2017-01-31 01:38:30,9843,3,9841,4,MAX  Blue Line to Gresham,7127261,116,-122.977033,45.521256
90,-94,2017-01-31 01:36:55,9846,2,9843,3,MAX  Blue Line to Gresham,7127261,116,-122.982037,45.521312
151,0,2017-01-31 01:23:39,9848,43,9848,1,MAX  Blue Line to Gresham,7127261,116,-122.99095,45.521555
126,-231,2017-01-31 01:59:35,9822,12,9826,13,MAX  Blue Line to Gresham,7127261,217,-122.83161100000001,45.499628
127,-243,2017-01-31 01:57:49,9828,11,9822,12,MAX  Blue Line to Gresham,7127261,217,-122.84068799999999,45.50442
126,-223,2017-01-31 01:56:15,9830,10,9828,11,MAX  Blue Line to Gresham,7127261,217,-122.847936,45.508165999999996
115,-233,2017-01-31 01:53:46,9831,9,9830,10,MAX  Blue Line to Gresham,7127261,217,-122.86713300000001,45.516193
112,-268,2017-01-31 01:51:34,9834,8,9831,9,MAX  Blue Line to Gresham,7127261,217,-122.885153,45.522017
92,-191,2017-01-31 01:47:51,9835,7,9834,8,MAX  Blue Line to Gresham,7127261,217,-122.913519,45.530243
72,-160,2017-01-31 01:43:25,9838,5,9839,6,MAX  Blue Line to Gresham,7127261,217,-122.944135,45.527394
88,-155,2017-01-31 01:45:32,9839,6,9835,7,MAX  Blue Line to Gresham,7127261,217,-122.927173,45.530221000000004
83,-106,2017-01-31 01:40:36,9841,4,9838,5,MAX  Blue Line to Gresham,7127261,217,-122.96522900000001,45.521052000000005
90,-106,2017-01-31 01:38:30,9843,3,9841,4,MAX  Blue Line to Gresham,7127261,217,-122.977033,45.521256
90,-94,2017-01-31 01:36:55,9846,2,9843,3,MAX  Blue Line to Gresham,7127261,217,-122.982037,45.521312
151,0,2017-01-31 01:23:39,9848,43,9848,1,MAX  Blue Line to Gresham,7127261,217,-122.99095,45.521555
72,-152,2017-01-31 01:56:54,9838,5,9839,6,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,524,-122.943002,45.527645
87,-190,2017-01-31 01:59:25,9839,6,9835,7,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,524,-122.928781,45.530196999999994
89,-100,2017-01-31 01:53:52,9841,4,9838,5,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,524,-122.966973,45.521028
90,-84,2017-01-31 01:51:50,9843,3,9841,4,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,524,-122.97616799999999,45.521253
90,-86,2017-01-31 01:50:07,9846,2,9843,3,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,524,-122.982623,45.521316999999996
108,0,2017-01-31 01:27:20,9848,47,9848,1,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,524,-122.99078999999999,45.521449
72,-152,2017-01-31 01:56:54,9838,5,9839,6,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,529,-122.943002,45.527645
87,-190,2017-01-31 01:59:25,9839,6,9835,7,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,529,-122.928781,45.530196999999994
89,-100,2017-01-31 01:53:52,9841,4,9838,5,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,529,-122.966973,45.521028
90,-84,2017-01-31 01:51:50,9843,3,9841,4,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,529,-122.97616799999999,45.521253
90,-86,2017-01-31 01:50:07,9846,2,9843,3,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,529,-122.982623,45.521316999999996
108,0,2017-01-31 01:27:20,9848,47,9848,1,MAX  Blue Line to Ruby Junction/E 197th Ave,7127262,529,-122.99078999999999,45.521449
89,-91,2017-01-31 01:57:45,9841,4,9838,5,MAX  Blue Line to Gresham,7127263,250,-122.966256,45.521029999999996
90,-55,2017-01-31 01:55:22,9843,3,9841,4,MAX  Blue Line to Gresham,7127263,250,-122.97616799999999,45.521253
90,-73,2017-01-31 01:53:55,9846,2,9843,3,MAX  Blue Line to Gresham,7127263,250,-122.982623,45.521316999999996
180,0,2017-01-31 01:36:26,9848,47,9848,1,MAX  Blue Line to Gresham,7127263,250,-122.99098500000001,45.521859
89,-91,2017-01-31 01:57:45,9841,4,9838,5,MAX  Blue Line to Gresham,7127263,304,-122.966256,45.521029999999996
90,-55,2017-01-31 01:55:22,9843,3,9841,4,MAX  Blue Line to Gresham,7127263,304,-122.97616799999999,45.521253
90,-73,2017-01-31 01:53:55,9846,2,9843,3,MAX  Blue Line to Gresham,7127263,304,-122.982623,45.521316999999996
180,0,2017-01-31 01:36:26,9848,47,9848,1,MAX  Blue Line to Gresham,7127263,304,-122.99098500000001,45.521859
90,-125,2017-01-31 01:01:15,8349,37,8350,38,MAX  Blue Line to Gresham,7127540,230,-122.51465400000001,45.522313
91,-127,2017-01-31 01:01:48,8350,38,8351,39,MAX  Blue Line to Gresham,7127540,230,-122.508385,45.522261
90,-123,2017-01-31 01:04:09,8351,39,8352,40,MAX  Blue Line to Gresham,7127540,230,-122.49256499999998,45.522129
91,-104,2017-01-31 01:05:52,8352,40,8353,41,MAX  Blue Line to Gresham,7127540,230,-122.48246200000001,45.522040999999994
102,-104,2017-01-31 01:07:29,8353,41,8354,42,MAX  Blue Line to Gresham,7127540,230,-122.47520800000001,45.521843
121,-127,2017-01-31 01:10:36,8354,42,8355,43,MAX  Blue Line to Gresham,7127540,230,-122.462377,45.516965
121,-162,2017-01-31 01:11:53,8355,43,13450,44,MAX  Blue Line to Gresham,7127540,230,-122.45796299999999,45.515095
121,-174,2017-01-31 01:16:16,8356,45,8357,46,MAX  Blue Line to Gresham,7127540,230,-122.434269,45.505049
99,-147,2017-01-31 01:17:57,8357,46,8359,47,MAX  Blue Line to Gresham,7127540,230,-122.424755,45.502171000000004
120,-175,2017-01-31 01:14:42,13450,44,8356,45,MAX  Blue Line to Gresham,7127540,230,-122.44031299999999,45.507585999999996
90,-125,2017-01-31 01:01:15,8349,37,8350,38,MAX  Blue Line to Gresham,7127540,315,-122.51465400000001,45.522313
91,-127,2017-01-31 01:01:48,8350,38,8351,39,MAX  Blue Line to Gresham,7127540,315,-122.508385,45.522261
90,-123,2017-01-31 01:04:09,8351,39,8352,40,MAX  Blue Line to Gresham,7127540,315,-122.49256499999998,45.522129
91,-104,2017-01-31 01:05:52,8352,40,8353,41,MAX  Blue Line to Gresham,7127540,315,-122.48246200000001,45.522040999999994
102,-104,2017-01-31 01:07:29,8353,41,8354,42,MAX  Blue Line to Gresham,7127540,315,-122.47520800000001,45.521843
121,-127,2017-01-31 01:10:36,8354,42,8355,43,MAX  Blue Line to Gresham,7127540,315,-122.462377,45.516965
121,-162,2017-01-31 01:11:53,8355,43,13450,44,MAX  Blue Line to Gresham,7127540,315,-122.45796299999999,45.515095
121,-174,2017-01-31 01:16:16,8356,45,8357,46,MAX  Blue Line to Gresham,7127540,315,-122.434269,45.505049
99,-147,2017-01-31 01:17:57,8357,46,8359,47,MAX  Blue Line to Gresham,7127540,315,-122.424755,45.502171000000004
120,-175,2017-01-31 01:14:42,13450,44,8356,45,MAX  Blue Line to Gresham,7127540,315,-122.44031299999999,45.507585999999996
49,-11,2017-01-31 01:00:07,8343,31,8344,32,MAX  Blue Line to Gresham,7127541,113,-122.63441,45.531228000000006
108,-105,2017-01-31 01:03:22,8344,32,8345,33,MAX  Blue Line to Gresham,7127541,113,-122.61970500000001,45.532522
52,-127,2017-01-31 01:05:45,8345,33,8346,34,MAX  Blue Line to Gresham,7127541,113,-122.601593,45.529351
114,-193,2017-01-31 01:09:31,8346,34,8347,35,MAX  Blue Line to Gresham,7127541,113,-122.57666200000001,45.532821999999996
194,-232,2017-01-31 01:13:07,8347,35,8348,36,MAX  Blue Line to Gresham,7127541,113,-122.56376999999999,45.528921999999994
90,-208,2017-01-31 01:15:35,8348,36,8349,37,MAX  Blue Line to Gresham,7127541,113,-122.55086100000001,45.522575
90,-216,2017-01-31 01:18:20,8349,37,8350,38,MAX  Blue Line to Gresham,7127541,113,-122.533901,45.522459000000005
91,-278,2017-01-31 01:21:20,8350,38,8351,39,MAX  Blue Line to Gresham,7127541,113,-122.508385,45.522261
90,-251,2017-01-31 01:23:16,8351,39,8352,40,MAX  Blue Line to Gresham,7127541,113,-122.49256499999998,45.522129
91,-225,2017-01-31 01:24:53,8352,40,8353,41,MAX  Blue Line to Gresham,7127541,113,-122.48246200000001,45.522040999999994
112,-240,2017-01-31 01:27:15,8353,41,8354,42,MAX  Blue Line to Gresham,7127541,113,-122.473276,45.521423999999996
119,-264,2017-01-31 01:28:40,8354,42,8355,43,MAX  Blue Line to Gresham,7127541,113,-122.469191,45.519853999999995
122,-279,2017-01-31 01:30:47,8355,43,13450,44,MAX  Blue Line to Gresham,7127541,113,-122.45838799999999,45.515275
121,-273,2017-01-31 01:34:56,8356,45,8357,46,MAX  Blue Line to Gresham,7127541,113,-122.434269,45.505049
89,-232,2017-01-31 01:36:38,8357,46,8359,47,MAX  Blue Line to Gresham,7127541,113,-122.423653,45.502111
120,-284,2017-01-31 01:33:36,13450,44,8356,45,MAX  Blue Line to Gresham,7127541,113,-122.44005,45.507477
49,-11,2017-01-31 01:00:07,8343,31,8344,32,MAX  Blue Line to Gresham,7127541,310,-122.63441,45.531228000000006
108,-105,2017-01-31 01:03:22,8344,32,8345,33,MAX  Blue Line to Gresham,7127541,310,-122.61970500000001,45.532522
52,-127,2017-01-31 01:05:45,8345,33,8346,34,MAX  Blue Line to Gresham,7127541,310,-122.601593,45.529351
114,-193,2017-01-31 01:09:31,8346,34,8347,35,MAX  Blue Line to Gresham,7127541,310,-122.57666200000001,45.532821999999996
194,-232,2017-01-31 01:13:07,8347,35,8348,36,MAX  Blue Line to Gresham,7127541,310,-122.56376999999999,45.528921999999994
90,-208,2017-01-31 01:15:35,8348,36,8349,37,MAX  Blue Line to Gresham,7127541,310,-122.55086100000001,45.522575
90,-216,2017-01-31 01:18:20,8349,37,8350,38,MAX  Blue Line to Gresham,7127541,310,-122.533901,45.522459000000005
91,-278,2017-01-31 01:21:20,8350,38,8351,39,MAX  Blue Line to Gresham,7127541,310,-122.508385,45.522261
90,-251,2017-01-31 01:23:16,8351,39,8352,40,MAX  Blue Line to Gresham,7127541,310,-122.49256499999998,45.522129
91,-225,2017-01-31 01:24:53,8352,40,8353,41,MAX  Blue Line to Gresham,7127541,310,-122.48246200000001,45.522040999999994
112,-240,2017-01-31 01:27:15,8353,41,8354,42,MAX  Blue Line to Gresham,7127541,310,-122.473276,45.521423999999996
119,-264,2017-01-31 01:28:40,8354,42,8355,43,MAX  Blue Line to Gresham,7127541,310,-122.469191,45.519853999999995
122,-279,2017-01-31 01:30:47,8355,43,13450,44,MAX  Blue Line to Gresham,7127541,310,-122.45838799999999,45.515275
121,-273,2017-01-31 01:34:56,8356,45,8357,46,MAX  Blue Line to Gresham,7127541,310,-122.434269,45.505049
89,-232,2017-01-31 01:36:38,8357,46,8359,47,MAX  Blue Line to Gresham,7127541,310,-122.423653,45.502111
120,-284,2017-01-31 01:33:36,13450,44,8356,45,MAX  Blue Line to Gresham,7127541,310,-122.44005,45.507477
96,16,2017-01-31 01:47:05,9821,15,9969,16,MAX  Blue Line to Gresham,7127542,114,-122.798957,45.49224
126,27,2017-01-31 01:40:23,9822,12,9826,13,MAX  Blue Line to Gresham,7127542,114,-122.831143,45.499387
88,36,2017-01-31 01:44:37,9824,14,9821,15,MAX  Blue Line to Gresham,7127542,114,-122.805108,45.4908
119,42,2017-01-31 01:42:22,9826,13,9824,14,MAX  Blue Line to Gresham,7127542,114,-122.81711000000001,45.493482
128,20,2017-01-31 01:38:49,9828,11,9822,12,MAX  Blue Line to Gresham,7127542,114,-122.83913000000001,45.503524
124,7,2017-01-31 01:36:57,9830,10,9828,11,MAX  Blue Line to Gresham,7127542,114,-122.850968,45.509695
115,3,2017-01-31 01:34:47,9831,9,9830,10,MAX  Blue Line to Gresham,7127542,114,-122.86768300000001,45.516377
112,-36,2017-01-31 01:32:47,9834,8,9831,9,MAX  Blue Line to Gresham,7127542,114,-122.88440700000001,45.521795000000004
89,-4,2017-01-31 01:29:39,9835,7,9834,8,MAX  Blue Line to Gresham,7127542,114,-122.914495,45.530248
72,-4,2017-01-31 01:25:57,9838,5,9839,6,MAX  Blue Line to Gresham,7127542,114,-122.943002,45.527645
87,7,2017-01-31 01:27:37,9839,6,9835,7,MAX  Blue Line to Gresham,7127542,114,-122.928781,45.530196999999994
91,31,2017-01-31 01:23:06,9841,4,9838,5,MAX  Blue Line to Gresham,7127542,114,-122.967532,45.521028
90,32,2017-01-31 01:21:32,9843,3,9841,4,MAX  Blue Line to Gresham,7127542,114,-122.97553400000001,45.52125
90,31,2017-01-31 01:19:41,9846,2,9843,3,MAX  Blue Line to Gresham,7127542,114,-122.982623,45.521316999999996
180,0,2017-01-31 01:00:03,9848,47,9848,1,MAX  Blue Line to Gresham,7127542,114,-122.99097900000001,45.522141999999995
117,25,2017-01-31 01:52:08,9969,16,10120,17,MAX  Blue Line to Gresham,7127542,114,-122.775131,45.507893
79,-3,2017-01-31 01:57:57,10120,17,10118,18,MAX  Blue Line to Gresham,7127542,114,-122.713943,45.510831
96,16,2017-01-31 01:47:05,9821,15,9969,16,MAX  Blue Line to Gresham,7127542,229,-122.798957,45.49224
126,27,2017-01-31 01:40:23,9822,12,9826,13,MAX  Blue Line to Gresham,7127542,229,-122.831143,45.499387
88,36,2017-01-31 01:44:37,9824,14,9821,15,MAX  Blue Line to Gresham,7127542,229,-122.805108,45.4908
119,42,2017-01-31 01:42:22,9826,13,9824,14,MAX  Blue Line to Gresham,7127542,229,-122.81711000000001,45.493482
128,20,2017-01-31 01:38:49,9828,11,9822,12,MAX  Blue Line to Gresham,7127542,229,-122.83913000000001,45.503524
124,7,2017-01-31 01:36:57,9830,10,9828,11,MAX  Blue Line to Gresham,7127542,229,-122.850968,45.509695
115,3,2017-01-31 01:34:47,9831,9,9830,10,MAX  Blue Line to Gresham,7127542,229,-122.86768300000001,45.516377
112,-36,2017-01-31 01:32:47,9834,8,9831,9,MAX  Blue Line to Gresham,7127542,229,-122.88440700000001,45.521795000000004
89,-4,2017-01-31 01:29:39,9835,7,9834,8,MAX  Blue Line to Gresham,7127542,229,-122.914495,45.530248
72,-4,2017-01-31 01:25:57,9838,5,9839,6,MAX  Blue Line to Gresham,7127542,229,-122.943002,45.527645
87,7,2017-01-31 01:27:37,9839,6,9835,7,MAX  Blue Line to Gresham,7127542,229,-122.928781,45.530196999999994
91,31,2017-01-31 01:23:06,9841,4,9838,5,MAX  Blue Line to Gresham,7127542,229,-122.967532,45.521028
90,32,2017-01-31 01:21:32,9843,3,9841,4,MAX  Blue Line to Gresham,7127542,229,-122.97553400000001,45.52125
90,31,2017-01-31 01:19:41,9846,2,9843,3,MAX  Blue Line to Gresham,7127542,229,-122.982623,45.521316999999996
180,0,2017-01-31 01:00:03,9848,47,9848,1,MAX  Blue Line to Gresham,7127542,229,-122.99097900000001,45.522141999999995
117,25,2017-01-31 01:52:08,9969,16,10120,17,MAX  Blue Line to Gresham,7127542,229,-122.775131,45.507893
79,-3,2017-01-31 01:57:57,10120,17,10118,18,MAX  Blue Line to Gresham,7127542,229,-122.713943,45.510831
249,-43,2017-01-31 01:00:08,9837,43,9842,44,MAX  Blue Line to Hillsboro,7127632,109,-122.95383600000001,45.525489
